       PrDM      T090C      T190C      C0S/m      C1S/m    Sbeox0V  FlECO-AFL   CStarAt0 Sbeox0ML/L      DepSM      Sal00      Sal11       SvDM Sbeox0ML/L  Density00  Density11     Dz/dtM  OxsatML/L       Flag
      3.029    10.9261    10.9248   3.879363   3.879515     2.5484     0.9457     0.3872    6.10622      3.000    34.8220    34.8248    1492.92    6.10586  1026.6639  1026.6664      0.126    6.19890 0.0000e+00
      4.039    10.9289    10.9270   3.879683   3.879767     2.5495     0.9824     0.3825    6.10984      4.000    34.8221    34.8247    1492.94    6.10948  1026.6680  1026.6704      0.306    6.19851 0.0000e+00
      5.048    10.9309    10.9315   3.879915   3.880241     2.5496     0.9823     0.3812    6.11069      5.000    34.8221    34.8248    1492.97    6.11033  1026.6722  1026.6742      0.596    6.19825 0.0000e+00
      6.058    10.9375    10.9362   3.880590   3.880713     2.5483     0.9784     0.3801    6.10656      6.000    34.8221    34.8246    1493.01    6.10620  1026.6757  1026.6777      0.643    6.19737 0.0000e+00
      7.068    10.9402    10.9404   3.880888   3.881189     2.5484     0.9919     0.3804    6.10741      7.000    34.8221    34.8249    1493.03    6.10705  1026.6797  1026.6818      0.457    6.19701 0.0000e+00
      8.078    10.9388    10.9384   3.880821   3.881073     2.5489     1.0158     0.3793    6.10977      8.000    34.8223    34.8252    1493.04    6.10941  1026.6846  1026.6870      0.542    6.19718 0.0000e+00
      9.087    10.9355    10.9336   3.880585   3.880678     2.5491     1.0276     0.3792    6.11153      9.000    34.8226    34.8253    1493.05    6.11117  1026.6899  1026.6925      0.461    6.19761 0.0000e+00
     10.097    10.9376    10.9470   3.880769   3.881914     2.5486     1.0788     0.3813    6.11049     10.000    34.8219    34.8245    1493.07    6.11013  1026.6937  1026.6940      0.431    6.19735 0.0000e+00
     11.107    10.9327    10.9358   3.880411   3.881156     2.5484     1.1515     0.3804    6.11155     11.000    34.8226    34.8271    1493.07    6.11119  1026.6996  1026.7025      0.747    6.19799 0.0000e+00
     12.117    10.9151    10.9111   3.878789   3.878753     2.5480     1.2190     0.3823    6.11340     12.000    34.8226    34.8261    1493.03    6.11304  1026.7074  1026.7108      0.559    6.20034 0.0000e+00
     13.126    10.9089    10.9054   3.878179   3.878150     2.5458     1.2691     0.3821    6.10870     13.000    34.8220    34.8250    1493.02    6.10834  1026.7125  1026.7156      0.330    6.20120 0.0000e+00
     14.136    10.9015    10.9007   3.877521   3.877758     2.5466     1.3859     0.3848    6.11271     14.000    34.8219    34.8251    1493.01    6.11235  1026.7184  1026.7209      0.707    6.20219 0.0000e+00
     15.146    10.8962    10.8951   3.877060   3.877228     2.5453     1.4111     0.3845    6.11026     15.000    34.8219    34.8247    1493.01    6.10990  1026.7239  1026.7262      0.543    6.20291 0.0000e+00
     16.156    10.8959    10.8948   3.877065   3.877235     2.5445     1.4230     0.3833    6.10889     16.000    34.8218    34.8246    1493.02    6.10854  1026.7284  1026.7307      0.470    6.20296 0.0000e+00
     17.165    10.8942    10.8927   3.876930   3.877076     2.5442     1.4427     0.3831    6.10899     17.000    34.8216    34.8245    1493.03    6.10863  1026.7332  1026.7356      0.428    6.20319 0.0000e+00
     18.175    10.8924    10.8911   3.876792   3.876951     2.5431     1.4560     0.3829    6.10681     18.000    34.8215    34.8243    1493.04    6.10645  1026.7379  1026.7402      0.499    6.20344 0.0000e+00
     19.185    10.8928    10.8918   3.876894   3.877062     2.5433     1.4452     0.3802    6.10805     19.000    34.8217    34.8243    1493.06    6.10769  1026.7426  1026.7448      0.757    6.20337 0.0000e+00
     20.195    10.8905    10.8893   3.876684   3.876877     2.5431     1.4379     0.3807    6.10866     20.000    34.8213    34.8243    1493.07    6.10830  1026.7472  1026.7498      0.626    6.20370 0.0000e+00
     21.204    10.8871    10.8860   3.876375   3.876553     2.5417     1.4553     0.3837    6.10556     21.000    34.8210    34.8238    1493.07    6.10520  1026.7522  1026.7545      0.331    6.20417 0.0000e+00
     22.214    10.8796    10.8783   3.875679   3.875892     2.5408     1.4643     0.3844    6.10471     22.000    34.8207    34.8241    1493.06    6.10435  1026.7577  1026.7606      0.583    6.20518 0.0000e+00
     23.224    10.8542    10.8526   3.873201   3.873487     2.5398     1.4581     0.3825    6.10605     23.000    34.8195    34.8239    1492.99    6.10569  1026.7660  1026.7697      0.709    6.20864 0.0000e+00
     24.234    10.8131    10.8103   3.869027   3.869197     2.5393     1.4289     0.3758    6.11108     24.000    34.8163    34.8207    1492.86    6.11072  1026.7755  1026.7794      0.538    6.21429 0.0000e+00
     25.244    10.7683    10.7664   3.864225   3.864423     2.5378     1.4337     0.3693    6.11387     25.000    34.8103    34.8141    1492.71    6.11352  1026.7833  1026.7866      0.375    6.22057 0.0000e+00
     26.253    10.7395    10.7371   3.861049   3.861194     2.5392     1.4445     0.3688    6.12301     26.000    34.8054    34.8091    1492.62    6.12265  1026.7892  1026.7926      0.597    6.22465 0.0000e+00
     27.263    10.7196    10.7188   3.858866   3.859101     2.5394     1.4571     0.3930    6.12716     27.000    34.8019    34.8050    1492.56    6.12681  1026.7947  1026.7972      0.535    6.22747 0.0000e+00
     28.273    10.7135    10.7127   3.858189   3.858410     2.5410     1.5160     0.3693    6.13372     28.000    34.8005    34.8035    1492.55    6.13337  1026.7992  1026.8016      0.511    6.22835 0.0000e+00
     29.283    10.7070    10.7068   3.857480   3.857780     2.5411     1.5411     0.3734    6.13563     29.000    34.7991    34.8023    1492.54    6.13528  1026.8038  1026.8064      0.577    6.22929 0.0000e+00
     30.293    10.6962    10.6951   3.856313   3.856511     2.5405     1.4950     0.3671    6.13620     30.000    34.7972    34.8003    1492.52    6.13584  1026.8088  1026.8114      0.334    6.23082 0.0000e+00
     31.303    10.6903    10.6886   3.855693   3.855859     2.5389     1.4778     0.3657    6.13302     31.000    34.7961    34.7994    1492.51    6.13267  1026.8136  1026.8164      0.779    6.23166 0.0000e+00
     32.312    10.6774    10.6757   3.854362   3.854514     2.5389     1.4377     0.3598    6.13590     32.000    34.7946    34.7978    1492.48    6.13555  1026.8193  1026.8220      0.673    6.23348 0.0000e+00
